date,account_id,account_name,datasource,platform,created_at,campaign,campaigngroup_name,creative_name,creativeinfo_name,campaigngroupinfo_status,advertiser_averageordervalue,advertiser_averagepageviewspervisitor,advertiser_completedviewrate,advertiser_completedviews,advertiser_conversionassists,advertiser_conversions,advertiser_costpervisit,advertiser_cpa,advertiser_impressionconversionrate,advertiser_impressions,advertiser_roas,advertiser_roi,advertiser_sitevisitors,advertiser_visits,campaigngroup_completedviewrate,campaigngroup_completedviews,campaigngroup_newsitevisitors,campaigngroup_roas,campaigngroup_roi,campaigngroup_spend,campaigngroup_userconversionrate,campaigngroup_usersreached,campaigngroup_visitconversionrate,campaigngroup_visits,creative_completedviewrate,creative_completedviews,creative_conversions,creative_cpa,creative_impressionconversionrate,creative_newsitevisitors,creative_roas,creative_roi,creative_spend,creative_userconversionrate,creative_usersreached,creative_visitconversionrate,creative_visits,dma_name,dma_averageordervalue,dma_completedviewrate,dma_completedviews,dma_conversions,dma_impressions,impressions,spend,totalcost,source
2025-10-08,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-09-27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-09-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-14,,,,,,,,1920x1080,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9864,5932,72,2.5776,0.012,71,0,-1,185.588,0.0176,4095,1.0141,71,,0,0,0,0,0,0,0,0,mntn
2025-11-14,,,,,,25 MO CTV Fall-001,25 MO CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9845,334,0,0,-1,9.6104,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,339,9.6104,9.6104,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phoenix, AZ",0,1,27,1,27,0,0,0,mntn
2025-11-14,,,,,,25 SL CTV Fall-001,25 SL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9784,712,14,0,-1,22.4878,0.02,599,0.8571,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,728,22.4878,22.4878,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,mntn
2025-11-14,,,,,,25 BC CTV Fall -001,25 BC CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9847,411,2,0,-1,12.5522,0.0177,113,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,417,12.5522,12.5522,mntn
2025-11-14,,,,,,25 PR CTV Fall-001,25 PR CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884,805,2,0,-1,25.8279,0.0015,649,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,814,25.8279,25.8279,mntn
2025-11-14,,,,,,25 OR CTV Fall -001,25 OR CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831,480,10,0,-1,15.5421,0.0791,278,2.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,488,15.5421,15.5421,mntn
2025-11-14,,,,,,25 BL CTV Fall-001,25 BL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9838,626,6,0,-1,19.6871,0.0078,514,0.6667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,636,19.6871,19.6871,mntn
2025-11-14,,,,,,25 TO CTV Fall - 001,25 TO CTV Fall - 001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9914,474,3,0,-1,14.4519,0.0279,179,1.6667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,478,14.4519,14.4519,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salt Lake City, UT",0,0.9863,5810,71,5891,0,0,0,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albuquerque-Santa Fe, NM",0,0.9778,46,0,47,0,0,0,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las Vegas, NV",0,1,43,0,43,0,0,0,mntn
2025-11-14,,,,,,25-26 SC Video Campaign,25-26 SC Video Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,1595,33,0,-1,50.1464,0.018,1442,0.7879,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1606,50.1464,50.1464,mntn
2025-11-14,,,,,,,,,,,0,2.9091,0.9864,5932,0,72,2.6139,2.5776,0.012,6014,0,-1,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-14,,,,,,25 UB Fall Campaign,25 UB Fall Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9778,497,1,0,-1,15.2823,0,239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,508,15.2823,15.2823,mntn
2025-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver, CO",0,1,6,0,6,0,0,0,mntn
2025-07-11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-03-08,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-06-04,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-05-10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-10-19,,,,,,,,,,,0,1.9629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grand Junction-Montrose, CO",0,1,2,0,2,0,0,0,mntn
2025-11-18,,,,,,25-26 SC Video Campaign,25-26 SC Video Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9912,1630,30,0,-1,52.7587,0.0169,1475,0.8065,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1644,52.7587,52.7587,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albuquerque-Santa Fe, NM",0,0.9939,170,0,171,0,0,0,mntn
2025-11-18,,,,,,25 OR CTV Fall -001,25 OR CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9855,488,6,0,-1,15.4718,0.1057,265,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,495,15.4718,15.4718,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver, CO",0,1,1,0,1,0,0,0,mntn
2025-11-18,,,,,,25 TO CTV Fall - 001,25 TO CTV Fall - 001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736,456,1,0,-1,14.2859,0,187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,468,14.2859,14.2859,mntn
2025-11-18,,,,,,25 BC CTV Fall -001,25 BC CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9869,475,2,0,-1,14.2728,0.0084,119,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,481,14.2728,14.2728,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salt Lake City, UT",0,0.9871,5944,82,6022,0,0,0,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,mntn
2025-11-18,,,,,,25 PR CTV Fall-001,25 PR CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9874,803,5,0,-1,25.8424,0.0032,627,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,813,25.8424,25.8424,mntn
2025-11-18,,,,,,25 SL CTV Fall-001,25 SL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9866,766,22,0,-1,23.9933,0.0317,631,0.8696,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,776,23.9933,23.9933,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phoenix, AZ",0,0,0,1,0,0,0,0,mntn
2025-11-18,,,,,,,,1920x1080,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9873,6139,83,2.3287,0.0133,89,0,-1,193.2832,0.0198,4192,0.9022,92,,0,0,0,0,0,0,0,0,mntn
2025-11-18,,,,,,25 UB Fall Campaign,25 UB Fall Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9862,525,3,0,-1,16.0214,0.0037,268,0.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,532,16.0214,16.0214,mntn
2025-11-18,,,,,,25 BL CTV Fall-001,25 BL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9891,650,15,0,-1,20.2171,0.0113,530,0.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,657,20.2171,20.2171,mntn
2025-11-18,,,,,,25 MO CTV Fall-001,25 MO CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,349,5,0,-1,10.4197,0,208,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,352,10.4197,10.4197,mntn
2025-11-18,,,,,,,,,,,0,3.0343,0.9873,6139,0,83,2.1009,2.3287,0.0133,6218,0,-1,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las Vegas, NV",0,1,22,0,22,0,0,0,mntn
2025-08-30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-08-07,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-04-21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2024-12-09,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-09-15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-06-17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-10-03,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-10-14,,,,,,,,,,,0,5.3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2024-11-14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2024-12-06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2024-12-21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-06-05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-10-13,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-02-15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-08-06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-03-30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-03-07,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-04-06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-09-12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-05-13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-06-24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phoenix, AZ",0,1,17,0,17,0,0,0,mntn
2025-11-01,,,,,,,,,,,0,1.3954,0.985,6265,0,24,3.9219,7.6804,0.0038,6361,0,-1,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-01,,,,,,25-26 SC Video Campaign,25-26 SC Video Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9923,1583,19,0,-1,47.2028,0.0068,1331,0.4737,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1595,47.2028,47.2028,mntn
2025-11-01,,,,,,25 MO CTV Fall-001,25 MO CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9885,360,0,0,-1,9.9527,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,364,9.9527,9.9527,mntn
2025-11-01,,,,,,25 TO CTV Fall - 001,25 TO CTV Fall - 001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9643,508,3,0,-1,14.8121,0.0144,208,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,527,14.8121,14.8121,mntn
2025-11-01,,,,,,25 PR CTV Fall-001,25 PR CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9897,899,2,0,-1,26.7799,0.0031,650,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,908,26.7799,26.7799,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,mntn
2025-11-01,,,,,,,,1920x1080,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,6265,24,7.6804,0.0038,47,0,-1,184.3293,0.0057,4204,0.5106,47,,0,0,0,0,0,0,0,0,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albuquerque-Santa Fe, NM",0,1,217,0,217,0,0,0,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grand Junction-Montrose, CO",0,1,3,0,3,0,0,0,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salt Lake City, UT",0,0.9843,5994,24,6090,0,0,0,mntn
2025-11-01,,,,,,25 BL CTV Fall-001,25 BL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9942,699,3,0,-1,20.2146,0,520,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,703,20.2146,20.2146,mntn
2025-11-01,,,,,,25 BC CTV Fall -001,25 BC CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9719,416,0,0,-1,11.6461,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,428,11.6461,11.6461,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las Vegas, NV",0,1,32,0,32,0,0,0,mntn
2025-11-01,,,,,,25 OR CTV Fall -001,25 OR CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9647,459,6,0,-1,13.9894,0.0085,355,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,476,13.9894,13.9894,mntn
2025-11-01,,,,,,25 SL CTV Fall-001,25 SL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9839,816,14,0,-1,24.372,0.0115,607,0.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,829,24.372,24.372,mntn
2025-11-01,,,,,,25 UB Fall Campaign,25 UB Fall Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9902,526,0,0,-1,15.3597,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,531,15.3597,15.3597,mntn
2025-11-01,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver, CO",0,1,2,0,2,0,0,0,mntn
2025-08-03,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-09-16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-03-22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-05-26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-08-28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-07-31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-12,,,,,,,,,,,0,3.1285,0.9894,6110,0,71,2.6352,2.7465,0.0115,6176,0,-1,71,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,mntn
2025-11-12,,,,,,,,1920x1080,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9894,6110,71,2.7465,0.0115,71,0,-1,195.0027,0.0167,4244,0.9595,74,,0,0,0,0,0,0,0,0,mntn
2025-11-12,,,,,,25 BC CTV Fall -001,25 BC CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9869,407,0,0,-1,12.8898,0.0095,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,412,12.8898,12.8898,mntn
2025-11-12,,,,,,25 OR CTV Fall -001,25 OR CTV Fall -001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9851,495,6,0,-1,15.8695,0.08,350,4.6667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,502,15.8695,15.8695,mntn
2025-11-12,,,,,,25 TO CTV Fall - 001,25 TO CTV Fall - 001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9886,459,0,0,-1,14.5668,0.0055,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,464,14.5668,14.5668,mntn
2025-11-12,,,,,,25 UB Fall Campaign,25 UB Fall Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9898,501,2,0,-1,15.5907,0.0037,270,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,506,15.5907,15.5907,mntn
2025-11-12,,,,,,25 MO CTV Fall-001,25 MO CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9878,340,2,0,-1,10.2845,0.0043,233,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,344,10.2845,10.2845,mntn
2025-11-12,,,,,,25 PR CTV Fall-001,25 PR CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9834,808,4,0,-1,25.9378,0.0031,637,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,822,25.9378,25.9378,mntn
2025-11-12,,,,,,25-26 SC Video Campaign,25-26 SC Video Campaign,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9932,1654,26,0,-1,53.4969,0.0154,1432,0.8148,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1665,53.4969,53.4969,mntn
2025-11-12,,,,,,25 BL CTV Fall-001,25 BL CTV Fall-001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925,669,14,0,-1,21.4973,0.0056,532,0.1875,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,674,21.4973,21.4973,mntn
